"type" "activity" "subject" "mean"
"tbodygyro-mean-y" "walking upstairs" 17 -0.0548455941370417
"tbodygyro-mean-y" "walking upstairs" 18 -0.0526133819862069
"tbodygyro-mean-y" "walking upstairs" 19 -0.134514320575
"tbodygyro-mean-y" "walking upstairs" 20 -0.174650964745098
"tbodygyro-mean-y" "walking upstairs" 21 -0.155622431382979
"tbodygyro-mean-y" "walking upstairs" 22 -0.181458414495238
"tbodygyro-mean-y" "walking upstairs" 23 -0.111564389137255
"tbodygyro-mean-y" "walking upstairs" 24 -0.105932947294915
"tbodygyro-mean-y" "walking upstairs" 25 -0.109437658104615
"tbodygyro-mean-y" "walking upstairs" 26 -0.0657601804418182
"tbodygyro-mean-y" "walking upstairs" 27 0.00212499391686275
"tbodygyro-mean-y" "walking upstairs" 28 0.0212250958019608
"tbodygyro-mean-y" "walking upstairs" 29 -0.152328112210204
"tbodygyro-mean-y" "walking upstairs" 30 -0.0779606464676923
"tbodygyro-mean-z" "laying" 1 0.14868943626
"tbodygyro-mean-z" "laying" 2 0.144882846104167
"tbodygyro-mean-z" "laying" 3 0.137999561112903
"tbodygyro-mean-z" "laying" 4 0.169720404092593
"tbodygyro-mean-z" "laying" 5 0.159894366942308
"tbodygyro-mean-z" "laying" 6 0.179102058245614
"tbodygyro-mean-z" "laying" 7 0.155920029769231
"tbodygyro-mean-z" "laying" 8 0.13818830737037
"tbodygyro-mean-z" "laying" 9 0.101275010682
"tbodygyro-mean-z" "laying" 10 0.104720478344828
"tbodygyro-mean-z" "laying" 11 0.152019015929825
"tbodygyro-mean-z" "laying" 12 0.14519184795
"tbodygyro-mean-z" "laying" 13 0.117819614790323
"tbodygyro-mean-z" "laying" 14 0.149124058235294
"tbodygyro-mean-z" "laying" 15 0.113451899791667
"tbodygyro-mean-z" "laying" 16 0.0966210349428571
"tbodygyro-mean-z" "laying" 17 0.111440490309859
"tbodygyro-mean-z" "laying" 18 0.0937781948153846
"tbodygyro-mean-z" "laying" 19 0.10860511373494
"tbodygyro-mean-z" "laying" 20 0.123680209926471
"tbodygyro-mean-z" "laying" 21 0.0980906517
"tbodygyro-mean-z" "laying" 22 0.145003879319444
"tbodygyro-mean-z" "laying" 23 0.111078594708333
"tbodygyro-mean-z" "laying" 24 0.111730746333333
"tbodygyro-mean-z" "laying" 25 0.139718671465753
"tbodygyro-mean-z" "laying" 26 0.152436344328947
"tbodygyro-mean-z" "laying" 27 0.118738360783784
"tbodygyro-mean-z" "laying" 28 0.09357912315
"tbodygyro-mean-z" "laying" 29 0.127411971652174
"tbodygyro-mean-z" "laying" 30 0.0938472163142857
"tbodygyro-mean-z" "sitting" 1 0.0629313811914894
"tbodygyro-mean-z" "sitting" 2 0.0412277462173913
"tbodygyro-mean-z" "sitting" 3 0.0940113975530769
"tbodygyro-mean-z" "sitting" 4 0.10115033478
"tbodygyro-mean-z" "sitting" 5 0.0823934451590909
"tbodygyro-mean-z" "sitting" 6 0.0854346006181818
"tbodygyro-mean-z" "sitting" 7 0.0259476655145833
"tbodygyro-mean-z" "sitting" 8 0.0716048809782609
"tbodygyro-mean-z" "sitting" 9 0.0807919285908
"tbodygyro-mean-z" "sitting" 10 0.0745958869444444
"tbodygyro-mean-z" "sitting" 11 0.0761739419056604
"tbodygyro-mean-z" "sitting" 12 0.0728462158235294
"tbodygyro-mean-z" "sitting" 13 0.0823432026610204
"tbodygyro-mean-z" "sitting" 14 0.0928523607037037
"tbodygyro-mean-z" "sitting" 15 0.0951978083898305
"tbodygyro-mean-z" "sitting" 16 0.0795736310463768
"tbodygyro-mean-z" "sitting" 17 0.0860053803375
"tbodygyro-mean-z" "sitting" 18 0.0848140511754386
"tbodygyro-mean-z" "sitting" 19 0.0968980718168493
"tbodygyro-mean-z" "sitting" 20 0.0642882138333333
"tbodygyro-mean-z" "sitting" 21 0.0831326042823529
"tbodygyro-mean-z" "sitting" 22 0.0804426775241936
"tbodygyro-mean-z" "sitting" 23 0.0645673209117647
"tbodygyro-mean-z" "sitting" 24 0.0800440230882353
"tbodygyro-mean-z" "sitting" 25 0.0852783892769231
"tbodygyro-mean-z" "sitting" 26 0.0711109471666667
"tbodygyro-mean-z" "sitting" 27 0.0833752812157143
"tbodygyro-mean-z" "sitting" 28 0.087025401375
"tbodygyro-mean-z" "sitting" 29 0.0580495969166667
"tbodygyro-mean-z" "sitting" 30 0.0702002598387097
"tbodygyro-mean-z" "standing" 1 0.074800751
"tbodygyro-mean-z" "standing" 2 0.0878351695481481
"tbodygyro-mean-z" "standing" 3 0.0665262054098361
"tbodygyro-mean-z" "standing" 4 0.0755636430892857
"tbodygyro-mean-z" "standing" 5 0.0690945763946429
"tbodygyro-mean-z" "standing" 6 0.0767394745964912
"tbodygyro-mean-z" "standing" 7 0.0851045000566038
"tbodygyro-mean-z" "standing" 8 0.063688907
"tbodygyro-mean-z" "standing" 9 0.0992409332222222
"tbodygyro-mean-z" "standing" 10 0.103251560681818
"tbodygyro-mean-z" "standing" 11 0.0810588216170213
"tbodygyro-mean-z" "standing" 12 0.074256819
"tbodygyro-mean-z" "standing" 13 0.085471246877193
"tbodygyro-mean-z" "standing" 14 0.07904758875
"tbodygyro-mean-z" "standing" 15 0.0761946738773585
"tbodygyro-mean-z" "standing" 16 0.0867342708846154
"tbodygyro-mean-z" "standing" 17 0.0880561869358974
"tbodygyro-mean-z" "standing" 18 0.0843190675616438
"tbodygyro-mean-z" "standing" 19 0.0710520180136986
"tbodygyro-mean-z" "standing" 20 0.0773671448739726
"tbodygyro-mean-z" "standing" 21 0.0864863265393258
"tbodygyro-mean-z" "standing" 22 0.0733466563174603
"tbodygyro-mean-z" "standing" 23 0.0816888999117647
"tbodygyro-mean-z" "standing" 24 0.077124614942029
"tbodygyro-mean-z" "standing" 25 0.0852685438243243
"tbodygyro-mean-z" "standing" 26 0.0776706781351351
"tbodygyro-mean-z" "standing" 27 0.07168414632375
"tbodygyro-mean-z" "standing" 28 0.0865173111012658
"tbodygyro-mean-z" "standing" 29 0.0827583768461538
"tbodygyro-mean-z" "standing" 30 0.0802514754237288
"tbodygyro-mean-z" "walking" 1 0.0849448173042105
"tbodygyro-mean-z" "walking" 2 0.0828336633220339
"tbodygyro-mean-z" "walking" 3 0.0813485942827586
"tbodygyro-mean-z" "walking" 4 0.0805677161216667
"tbodygyro-mean-z" "walking" 5 0.0815435495892857
"tbodygyro-mean-z" "walking" 6 0.0838808799280702
"tbodygyro-mean-z" "walking" 7 0.0641104602035088
"tbodygyro-mean-z" "walking" 8 0.0509657915395833
"tbodygyro-mean-z" "walking" 9 0.111629779896154
"tbodygyro-mean-z" "walking" 10 0.0986695731160377
"tbodygyro-mean-z" "walking" 11 0.0843744495507542
"tbodygyro-mean-z" "walking" 12 0.0999739123004
"tbodygyro-mean-z" "walking" 13 0.0784205641252632
"tbodygyro-mean-z" "walking" 14 0.0513222717627119
"tbodygyro-mean-z" "walking" 15 0.0842484921022222
"tbodygyro-mean-z" "walking" 16 0.0818650735686274
"tbodygyro-mean-z" "walking" 17 0.0757132656704918
"tbodygyro-mean-z" "walking" 18 0.0944718394625
"tbodygyro-mean-z" "walking" 19 0.0798106981923077
"tbodygyro-mean-z" "walking" 20 0.0851359929294118
"tbodygyro-mean-z" "walking" 21 0.0983715930038462
"tbodygyro-mean-z" "walking" 22 0.0775266594847826
"tbodygyro-mean-z" "walking" 23 0.10770045065339
"tbodygyro-mean-z" "walking" 24 0.0972006320344828
"tbodygyro-mean-z" "walking" 25 0.0867868736891892
"tbodygyro-mean-z" "walking" 26 0.0851069247830508
"tbodygyro-mean-z" "walking" 27 0.118267750196491
"tbodygyro-mean-z" "walking" 28 0.116065910925926
"tbodygyro-mean-z" "walking" 29 0.0856852236188679
"tbodygyro-mean-z" "walking" 30 0.0839568239261538
"tbodygyro-mean-z" "walking downstairs" 1 0.0900850142030612
"tbodygyro-mean-z" "walking downstairs" 2 0.097173808906383
"tbodygyro-mean-z" "walking downstairs" 3 0.123826738353061
"tbodygyro-mean-z" "walking downstairs" 4 0.05926394948
"tbodygyro-mean-z" "walking downstairs" 5 0.0806559989574468
"tbodygyro-mean-z" "walking downstairs" 6 0.0870012595210417
"tbodygyro-mean-z" "walking downstairs" 7 0.116894769042766
"tbodygyro-mean-z" "walking downstairs" 8 0.114143855152368
"tbodygyro-mean-z" "walking downstairs" 9 0.116804400690476
"tbodygyro-mean-z" "walking downstairs" 10 0.0724433685578947
"tbodygyro-mean-z" "walking downstairs" 11 0.057524457376087
"tbodygyro-mean-z" "walking downstairs" 12 0.0895434978391304
"tbodygyro-mean-z" "walking downstairs" 13 0.111284239655957
"tbodygyro-mean-z" "walking downstairs" 14 0.0353344537555556
"tbodygyro-mean-z" "walking downstairs" 15 0.0711758197607143
"tbodygyro-mean-z" "walking downstairs" 16 0.0835380057
"tbodygyro-mean-z" "walking downstairs" 17 0.0162878745776087
"tbodygyro-mean-z" "walking downstairs" 18 0.0987471683127273
"tbodygyro-mean-z" "walking downstairs" 19 0.163962510807692
"tbodygyro-mean-z" "walking downstairs" 20 0.103900480541333
"tbodygyro-mean-z" "walking downstairs" 21 0.148610020955556
"tbodygyro-mean-z" "walking downstairs" 22 0.0500708760555556
"tbodygyro-mean-z" "walking downstairs" 23 0.0953602497222222
"tbodygyro-mean-z" "walking downstairs" 24 0.111973650603636
"tbodygyro-mean-z" "walking downstairs" 25 0.0980750249310345
"tbodygyro-mean-z" "walking downstairs" 26 0.082221399603
"tbodygyro-mean-z" "walking downstairs" 27 0.152695027609091
"tbodygyro-mean-z" "walking downstairs" 28 0.138622425584783
"tbodygyro-mean-z" "walking downstairs" 29 0.0822244074666667
"tbodygyro-mean-z" "walking downstairs" 30 0.0895767797064516
"tbodygyro-mean-z" "walking upstairs" 1 0.0583595463981132
"tbodygyro-mean-z" "walking upstairs" 2 0.0688374021666667
"tbodygyro-mean-z" "walking upstairs" 3 0.0215603697
"tbodygyro-mean-z" "walking upstairs" 4 0.0843753843384615
"tbodygyro-mean-z" "walking upstairs" 5 0.0424442819489362
"tbodygyro-mean-z" "walking upstairs" 6 0.0664234025976471
"tbodygyro-mean-z" "walking upstairs" 7 0.139217071509804
"tbodygyro-mean-z" "walking upstairs" 8 -0.0724546025804878
"tbodygyro-mean-z" "walking upstairs" 9 0.14569462592449
"tbodygyro-mean-z" "walking upstairs" 10 0.0879664182957447
"tbodygyro-mean-z" "walking upstairs" 11 0.0638054379968518
"tbodygyro-mean-z" "walking upstairs" 12 0.0898022757730769
"tbodygyro-mean-z" "walking upstairs" 13 0.116679563256364
"tbodygyro-mean-z" "walking upstairs" 14 -0.0441381886666667
"tbodygyro-mean-z" "walking upstairs" 15 0.0911681484547917
"tbodygyro-mean-z" "walking upstairs" 16 -0.00779288021764706
"tbodygyro-mean-z" "walking upstairs" 17 0.0560931358145833
"tbodygyro-mean-z" "walking upstairs" 18 0.0906736478431034
"tbodygyro-mean-z" "walking upstairs" 19 -0.000233248224999999
"tbodygyro-mean-z" "walking upstairs" 20 0.058701941845098
"tbodygyro-mean-z" "walking upstairs" 21 -0.00546829763829787
"tbodygyro-mean-z" "walking upstairs" 22 0.0157359244619048
"tbodygyro-mean-z" "walking upstairs" 23 -0.0325557522333333
"tbodygyro-mean-z" "walking upstairs" 24 0.0248290702830508
"tbodygyro-mean-z" "walking upstairs" 25 0.0996227385527692
"tbodygyro-mean-z" "walking upstairs" 26 0.0721458973490909
"tbodygyro-mean-z" "walking upstairs" 27 0.140129855776471
"tbodygyro-mean-z" "walking upstairs" 28 0.103720987705882
"tbodygyro-mean-z" "walking upstairs" 29 0.0854318123467347
"tbodygyro-mean-z" "walking upstairs" 30 0.0814699303289231
"tbodygyrojerk-mean-x" "laying" 1 -0.107270949192
"tbodygyrojerk-mean-x" "laying" 2 -0.101974134208333
"tbodygyrojerk-mean-x" "laying" 3 -0.10004449883871
"tbodygyrojerk-mean-x" "laying" 4 -0.105019877685185
"tbodygyrojerk-mean-x" "laying" 5 -0.102114125
"tbodygyrojerk-mean-x" "laying" 6 -0.111267284631579
"tbodygyrojerk-mean-x" "laying" 7 -0.105944243484615
"tbodygyrojerk-mean-x" "laying" 8 -0.106445008314815
"tbodygyrojerk-mean-x" "laying" 9 -0.10384667982
"tbodygyrojerk-mean-x" "laying" 10 -0.100308254413793
"tbodygyrojerk-mean-x" "laying" 11 -0.102297501877193
"tbodygyrojerk-mean-x" "laying" 12 -0.0990402297166667
"tbodygyrojerk-mean-x" "laying" 13 -0.101835573822581
"tbodygyrojerk-mean-x" "laying" 14 -0.105446637019608
"tbodygyrojerk-mean-x" "laying" 15 -0.102266714236111
"tbodygyrojerk-mean-x" "laying" 16 -0.1022095722
"tbodygyrojerk-mean-x" "laying" 17 -0.102049763957746
"tbodygyrojerk-mean-x" "laying" 18 -0.0997154236307692
"tbodygyrojerk-mean-x" "laying" 19 -0.0956018266746988
"tbodygyrojerk-mean-x" "laying" 20 -0.0995033069117647
"tbodygyrojerk-mean-x" "laying" 21 -0.0964118375066667
"tbodygyrojerk-mean-x" "laying" 22 -0.100203934722222
"tbodygyrojerk-mean-x" "laying" 23 -0.102024922819444
"tbodygyrojerk-mean-x" "laying" 24 -0.102813809652778
"tbodygyrojerk-mean-x" "laying" 25 -0.101646999342466
"tbodygyrojerk-mean-x" "laying" 26 -0.100368640868421
"tbodygyrojerk-mean-x" "laying" 27 -0.101147695256757
"tbodygyrojerk-mean-x" "laying" 28 -0.1045116270375
"tbodygyrojerk-mean-x" "laying" 29 -0.0995339880724638
"tbodygyrojerk-mean-x" "laying" 30 -0.102277358585714
"tbodygyrojerk-mean-x" "sitting" 1 -0.0936793807234043
"tbodygyrojerk-mean-x" "sitting" 2 -0.0936328412826087
"tbodygyrojerk-mean-x" "sitting" 3 -0.103605889057692
"tbodygyrojerk-mean-x" "sitting" 4 -0.09694948424
"tbodygyrojerk-mean-x" "sitting" 5 -0.0889747665681818
"tbodygyrojerk-mean-x" "sitting" 6 -0.0936693524363636
"tbodygyrojerk-mean-x" "sitting" 7 -0.0938155625083333
"tbodygyrojerk-mean-x" "sitting" 8 -0.0923150250434783
"tbodygyrojerk-mean-x" "sitting" 9 -0.0930708106
"tbodygyrojerk-mean-x" "sitting" 10 -0.0931555026481481
"tbodygyrojerk-mean-x" "sitting" 11 -0.0948423481320755
"tbodygyrojerk-mean-x" "sitting" 12 -0.0941023489803922
"tbodygyrojerk-mean-x" "sitting" 13 -0.095919848877551
"tbodygyrojerk-mean-x" "sitting" 14 -0.0921614578888889
"tbodygyrojerk-mean-x" "sitting" 15 -0.0953649067966102
"tbodygyrojerk-mean-x" "sitting" 16 -0.0957204520289855
"tbodygyrojerk-mean-x" "sitting" 17 -0.094247696875
"tbodygyrojerk-mean-x" "sitting" 18 -0.0954723233684211
"tbodygyrojerk-mean-x" "sitting" 19 -0.100986131452055
"tbodygyrojerk-mean-x" "sitting" 20 -0.0959970816060606
"tbodygyrojerk-mean-x" "sitting" 21 -0.101114775129412
"tbodygyrojerk-mean-x" "sitting" 22 -0.0986493161935484
"tbodygyrojerk-mean-x" "sitting" 23 -0.0967422192647059
"tbodygyrojerk-mean-x" "sitting" 24 -0.0951782658382353
"tbodygyrojerk-mean-x" "sitting" 25 -0.0954801379692308
"tbodygyrojerk-mean-x" "sitting" 26 -0.095984817
"tbodygyrojerk-mean-x" "sitting" 27 -0.0951635808
"tbodygyrojerk-mean-x" "sitting" 28 -0.0953935055833333
"tbodygyrojerk-mean-x" "sitting" 29 -0.0953636995833333
"tbodygyrojerk-mean-x" "sitting" 30 -0.095270767516129
"tbodygyrojerk-mean-x" "standing" 1 -0.0996092129056604
"tbodygyrojerk-mean-x" "standing" 2 -0.105562157888889
"tbodygyrojerk-mean-x" "standing" 3 -0.0994602620655738
"tbodygyrojerk-mean-x" "standing" 4 -0.103057894142857
"tbodygyrojerk-mean-x" "standing" 5 -0.0922249863035714
"tbodygyrojerk-mean-x" "standing" 6 -0.103292534210526
"tbodygyrojerk-mean-x" "standing" 7 -0.0901539662169811
"tbodygyrojerk-mean-x" "standing" 8 -0.097757576
"tbodygyrojerk-mean-x" "standing" 9 -0.095897704
"tbodygyrojerk-mean-x" "standing" 10 -0.104753833181818
"tbodygyrojerk-mean-x" "standing" 11 -0.099519355893617
"tbodygyrojerk-mean-x" "standing" 12 -0.0976380412377049
"tbodygyrojerk-mean-x" "standing" 13 -0.0981199986666667
"tbodygyrojerk-mean-x" "standing" 14 -0.100718458866667
"tbodygyrojerk-mean-x" "standing" 15 -0.101358786226415
"tbodygyrojerk-mean-x" "standing" 16 -0.100107332602564
"tbodygyrojerk-mean-x" "standing" 17 -0.101289168653846
"tbodygyrojerk-mean-x" "standing" 18 -0.0987174024657534
"tbodygyrojerk-mean-x" "standing" 19 -0.0990467890520548
"tbodygyrojerk-mean-x" "standing" 20 -0.102049132684932
"tbodygyrojerk-mean-x" "standing" 21 -0.103199796370787
"tbodygyrojerk-mean-x" "standing" 22 -0.0975013472380952
"tbodygyrojerk-mean-x" "standing" 23 -0.0981481050441177
"tbodygyrojerk-mean-x" "standing" 24 -0.0991947719855072
"tbodygyrojerk-mean-x" "standing" 25 -0.100473697756757
"tbodygyrojerk-mean-x" "standing" 26 -0.100355997108108
"tbodygyrojerk-mean-x" "standing" 27 -0.0987605078625
"tbodygyrojerk-mean-x" "standing" 28 -0.102248409070886
"tbodygyrojerk-mean-x" "standing" 29 -0.0988701505538462
"tbodygyrojerk-mean-x" "standing" 30 -0.0997160228220339
"tbodygyrojerk-mean-x" "walking" 1 -0.0899975423705263
"tbodygyrojerk-mean-x" "walking" 2 -0.0818833429152542
"tbodygyrojerk-mean-x" "walking" 3 -0.0952398165017241
"tbodygyrojerk-mean-x" "walking" 4 -0.115321556475
"tbodygyrojerk-mean-x" "walking" 5 -0.0888408355267857
"tbodygyrojerk-mean-x" "walking" 6 -0.0878891090105263
"tbodygyrojerk-mean-x" "walking" 7 -0.123654199751333
"tbodygyrojerk-mean-x" "walking" 8 -0.135886431360417
"tbodygyrojerk-mean-x" "walking" 9 -0.0809204094461538
"tbodygyrojerk-mean-x" "walking" 10 -0.122709563462264
"tbodygyrojerk-mean-x" "walking" 11 -0.0918204195491525
"tbodygyrojerk-mean-x" "walking" 12 -0.06223893174
"tbodygyrojerk-mean-x" "walking" 13 -0.0966598593263158
"tbodygyrojerk-mean-x" "walking" 14 -0.110656054802153
"tbodygyrojerk-mean-x" "walking" 15 -0.0776692754648148
"tbodygyrojerk-mean-x" "walking" 16 -0.110917348282353
"tbodygyrojerk-mean-x" "walking" 17 -0.109959237927869
"tbodygyrojerk-mean-x" "walking" 18 -0.0966435295642857
"tbodygyrojerk-mean-x" "walking" 19 -0.0832353261384615
"tbodygyrojerk-mean-x" "walking" 20 -0.0679992365372549
"tbodygyrojerk-mean-x" "walking" 21 -0.0868767709153846
"tbodygyrojerk-mean-x" "walking" 22 -0.132977562363043
"tbodygyrojerk-mean-x" "walking" 23 -0.0578128239067797
"tbodygyrojerk-mean-x" "walking" 24 -0.0625311679982759
"tbodygyrojerk-mean-x" "walking" 25 -0.102377269321622
"tbodygyrojerk-mean-x" "walking" 26 -0.099411456038983
"tbodygyrojerk-mean-x" "walking" 27 -0.0786163508824035
"tbodygyrojerk-mean-x" "walking" 28 -0.092974671262963
"tbodygyrojerk-mean-x" "walking" 29 -0.10688830318283
"tbodygyrojerk-mean-x" "walking" 30 -0.0873839917276923
"tbodygyrojerk-mean-x" "walking downstairs" 1 -0.0739592036271429
"tbodygyrojerk-mean-x" "walking downstairs" 2 -0.0581038498510638
"tbodygyrojerk-mean-x" "walking downstairs" 3 -0.0778701650285714
"tbodygyrojerk-mean-x" "walking downstairs" 4 -0.0921282734666667
"tbodygyrojerk-mean-x" "walking downstairs" 5 -0.110149008255319
"tbodygyrojerk-mean-x" "walking downstairs" 6 -0.0256452232354167
"tbodygyrojerk-mean-x" "walking downstairs" 7 -0.0597273512680851
"tbodygyrojerk-mean-x" "walking downstairs" 8 -0.0349283489710526
"tbodygyrojerk-mean-x" "walking downstairs" 9 -0.094591202447619
"tbodygyrojerk-mean-x" "walking downstairs" 10 -0.0643764005526316
"tbodygyrojerk-mean-x" "walking downstairs" 11 -0.0220916265065217
"tbodygyrojerk-mean-x" "walking downstairs" 12 -0.0264668968652174
"tbodygyrojerk-mean-x" "walking downstairs" 13 -0.0647199842553191
"tbodygyrojerk-mean-x" "walking downstairs" 14 -0.108620377713333
"tbodygyrojerk-mean-x" "walking downstairs" 15 -0.0482532079928571
"tbodygyrojerk-mean-x" "walking downstairs" 16 -0.103904044543617
"tbodygyrojerk-mean-x" "walking downstairs" 17 -0.1077700285
"tbodygyrojerk-mean-x" "walking downstairs" 18 -0.0836566573181818
"tbodygyrojerk-mean-x" "walking downstairs" 19 -0.0337429578461538
"tbodygyrojerk-mean-x" "walking downstairs" 20 -0.0452503065777778
"tbodygyrojerk-mean-x" "walking downstairs" 21 -0.0726461849022222
"tbodygyrojerk-mean-x" "walking downstairs" 22 -0.0901744530194444
"tbodygyrojerk-mean-x" "walking downstairs" 23 -0.117725824412963
"tbodygyrojerk-mean-x" "walking downstairs" 24 -0.0914145014654545
"tbodygyrojerk-mean-x" "walking downstairs" 25 -0.127952445399655
"tbodygyrojerk-mean-x" "walking downstairs" 26 -0.0992465275036
"tbodygyrojerk-mean-x" "walking downstairs" 27 -0.0515814754272727
"tbodygyrojerk-mean-x" "walking downstairs" 28 -0.0266492977565217
"tbodygyrojerk-mean-x" "walking downstairs" 29 -0.0743986469979167
"tbodygyrojerk-mean-x" "walking downstairs" 30 -0.0615954583870968
"tbodygyrojerk-mean-x" "walking upstairs" 1 -0.122232768011321
"tbodygyrojerk-mean-x" "walking upstairs" 2 -0.0828858001333333
"tbodygyrojerk-mean-x" "walking upstairs" 3 -0.115510569491525
"tbodygyrojerk-mean-x" "walking upstairs" 4 -0.1314720713
"tbodygyrojerk-mean-x" "walking upstairs" 5 -0.143029686361702
"tbodygyrojerk-mean-x" "walking upstairs" 6 -0.0652024492378431
"tbodygyrojerk-mean-x" "walking upstairs" 7 -0.0856640866647059
"tbodygyrojerk-mean-x" "walking upstairs" 8 -0.15544567414878
"tbodygyrojerk-mean-x" "walking upstairs" 9 -0.0684689593355102
"tbodygyrojerk-mean-x" "walking upstairs" 10 -0.157212539189362
"tbodygyrojerk-mean-x" "walking upstairs" 11 -0.0645245413759259
"tbodygyrojerk-mean-x" "walking upstairs" 12 -0.0455638872076923
"tbodygyrojerk-mean-x" "walking upstairs" 13 -0.0664817176345455
"tbodygyrojerk-mean-x" "walking upstairs" 14 -0.128266667862963
"tbodygyrojerk-mean-x" "walking upstairs" 15 -0.144485986527083
"tbodygyrojerk-mean-x" "walking upstairs" 16 -0.140908293613922
"tbodygyrojerk-mean-x" "walking upstairs" 17 -0.142655397660417
"tbodygyrojerk-mean-x" "walking upstairs" 18 -0.0899953036658621
"tbodygyrojerk-mean-x" "walking upstairs" 19 -0.1018063044
"tbodygyrojerk-mean-x" "walking upstairs" 20 -0.148389168870392
"tbodygyrojerk-mean-x" "walking upstairs" 21 -0.144351492595745
"tbodygyrojerk-mean-x" "walking upstairs" 22 -0.148450080695476
"tbodygyrojerk-mean-x" "walking upstairs" 23 -0.109913094117647
"tbodygyrojerk-mean-x" "walking upstairs" 24 -0.146800845605424
"tbodygyrojerk-mean-x" "walking upstairs" 25 -0.126481161061538
"tbodygyrojerk-mean-x" "walking upstairs" 26 -0.0975590199454545
"tbodygyrojerk-mean-x" "walking upstairs" 27 -0.0937518711117647
"tbodygyrojerk-mean-x" "walking upstairs" 28 -0.080568055454902
"tbodygyrojerk-mean-x" "walking upstairs" 29 -0.130429072653061
"tbodygyrojerk-mean-x" "walking upstairs" 30 -0.108414261326154
"tbodygyrojerk-mean-y" "laying" 1 -0.04151728689
"tbodygyrojerk-mean-y" "laying" 2 -0.0358590176083333
"tbodygyrojerk-mean-y" "laying" 3 -0.0389771765322581
"tbodygyrojerk-mean-y" "laying" 4 -0.0381230432222222
"tbodygyrojerk-mean-y" "laying" 5 -0.0404446925288462
"tbodygyrojerk-mean-y" "laying" 6 -0.0424104289992982
"tbodygyrojerk-mean-y" "laying" 7 -0.0358897425826923
"tbodygyrojerk-mean-y" "laying" 8 -0.0389735198722222
"tbodygyrojerk-mean-y" "laying" 9 -0.027552256948
"tbodygyrojerk-mean-y" "laying" 10 -0.0388797920413793
"tbodygyrojerk-mean-y" "laying" 11 -0.0412391429298246
"tbodygyrojerk-mean-y" "laying" 12 -0.0410675310833333
"tbodygyrojerk-mean-y" "laying" 13 -0.0417744000370968
"tbodygyrojerk-mean-y" "laying" 14 -0.0372677398193922
"tbodygyrojerk-mean-y" "laying" 15 -0.0415878968152778
"tbodygyrojerk-mean-y" "laying" 16 -0.0347735325871429
"tbodygyrojerk-mean-y" "laying" 17 -0.0361961143943662
"tbodygyrojerk-mean-y" "laying" 18 -0.0393440191846154
"tbodygyrojerk-mean-y" "laying" 19 -0.0371476597051807
"tbodygyrojerk-mean-y" "laying" 20 -0.038776298
"tbodygyrojerk-mean-y" "laying" 21 -0.0346275066055556
"tbodygyrojerk-mean-y" "laying" 22 -0.037608730565
"tbodygyrojerk-mean-y" "laying" 23 -0.0372449750569444
"tbodygyrojerk-mean-y" "laying" 24 -0.0382323710416667
"tbodygyrojerk-mean-y" "laying" 25 -0.0426718870280822
"tbodygyrojerk-mean-y" "laying" 26 -0.0396682720394737
"tbodygyrojerk-mean-y" "laying" 27 -0.0362186160902703
"tbodygyrojerk-mean-y" "laying" 28 -0.03560100499625
"tbodygyrojerk-mean-y" "laying" 29 -0.0386768295072464
"tbodygyrojerk-mean-y" "laying" 30 -0.0384875867528571
"tbodygyrojerk-mean-y" "sitting" 1 -0.0402118124255319
"tbodygyrojerk-mean-y" "sitting" 2 -0.0415602029130435
"tbodygyrojerk-mean-y" "sitting" 3 -0.0360909881807692
"tbodygyrojerk-mean-y" "sitting" 4 -0.041848389996
"tbodygyrojerk-mean-y" "sitting" 5 -0.0454702982386364
"tbodygyrojerk-mean-y" "sitting" 6 -0.0333986700025455
"tbodygyrojerk-mean-y" "sitting" 7 -0.0396444885
"tbodygyrojerk-mean-y" "sitting" 8 -0.0402673770652174
"tbodygyrojerk-mean-y" "sitting" 9 -0.046663441472
"tbodygyrojerk-mean-y" "sitting" 10 -0.0411216540925926
"tbodygyrojerk-mean-y" "sitting" 11 -0.0392813049264151
"tbodygyrojerk-mean-y" "sitting" 12 -0.0387477474705882
"tbodygyrojerk-mean-y" "sitting" 13 -0.041036688077551
"tbodygyrojerk-mean-y" "sitting" 14 -0.0434577295055556
"tbodygyrojerk-mean-y" "sitting" 15 -0.0396068774557627
"tbodygyrojerk-mean-y" "sitting" 16 -0.0450369280637681
"tbodygyrojerk-mean-y" "sitting" 17 -0.0411134199378125
"tbodygyrojerk-mean-y" "sitting" 18 -0.0397125591491228
"tbodygyrojerk-mean-y" "sitting" 19 -0.0425170215068493
"tbodygyrojerk-mean-y" "sitting" 20 -0.0407299244348485
"tbodygyrojerk-mean-y" "sitting" 21 -0.0391483428502824
"tbodygyrojerk-mean-y" "sitting" 22 -0.0423409822741935
"tbodygyrojerk-mean-y" "sitting" 23 -0.0434602554691176
"tbodygyrojerk-mean-y" "sitting" 24 -0.040616936
"tbodygyrojerk-mean-y" "sitting" 25 -0.0391651423907692
"tbodygyrojerk-mean-y" "sitting" 26 -0.0403070205666667
"tbodygyrojerk-mean-y" "sitting" 27 -0.0396410809285714
"tbodygyrojerk-mean-y" "sitting" 28 -0.0408007786402778
"tbodygyrojerk-mean-y" "sitting" 29 -0.040001843485
"tbodygyrojerk-mean-y" "sitting" 30 -0.0407930587264516
